"num","team","total_points","total_notes","total_note_points","auto_notes","auto_points","teleop_notes","teleop_points","amp_notes","speaker_notes","amplified_notes","endgame_points","endgame_park_points","endgame_on_stage_points","endgame_harmony_points","endgame_trap_points","endgame_spotlight_points"
"5472","The Wyld Stallyns","35.3","8.5","30.9","1.7","10","6.9","22.5","3","5.6","3.9","2.8","0.29","2","0.31","0.2","0"
"4451","ROBOTZ Garage","35.2","9.2","31.4","2.3","13.1","6.9","20","1.7","7.5","2.6","2.1","0.2","1.7","-0.1","0.3","0.02"
"6147","Tonkabots","35.2","6.9","24.8","1.8","11","5.1","15.8","1.6","5.2","2.4","8.4","-0.07","3.1","-0.14","5.6","-0.09"
"1058","PVC Pirates","35.2","8.9","31.4","2","12.1","6.9","21.3","3.4","5.5","3.6","1.8","0.42","1.6","0.1","-0.3","-0.05"
"2659","RoboWarriors","35.2","8.3","29.6","1.8","10.7","6.4","20.4","3.2","5.1","3.6","4","0.2","2.5","-0.02","1.3","0.04"
"2338","Gear It Forward","35.2","8.2","28.7","1.9","10.6","6.4","19.4","2.7","5.5","3.1","5.2","0.47","1.8","-0.1","3","-0.04"
"5907","CC Shambots","35.1","9.1","30.9","1.8","11.2","7.3","21.7","2.3","6.8","3.2","2.2","0.32","1.7","0.34","-0.4","0.14"
"3414","Hackbots","35","9","31.5","1.4","9.1","7.6","24.6","3.8","5.2","4.4","1.3","0.63","1.1","-0.03","-0.2","-0.1"
"5934","Crowbotics","35","8.7","30.9","2.3","12.9","6.5","19.6","2.8","5.9","3.1","2.5","0.45","2","0.48","-0.5","0.08"
"6036","Peninsula Robotics","35","10","32.9","1.3","8.3","8.7","26.3","3.3","6.8","4.1","0.4","0.75","-0.2","-0.2","0","0.06"
"1506","Metal Muscle","35","8.6","27","1.6","10.3","7","18.8","1.9","6.7","2.2","5.9","-0.06","3.1","0.05","2.8","-0.05"
"179","Children of the Swamp","35","8.3","27.1","2.2","12.6","6.1","16.3","1.7","6.6","1.9","6.1","0.09","3.4","0","2.6","0.05"
"177","Bobcat Robotics","34.8","8.7","29.3","1.8","10.9","7","20.3","2.9","5.9","3.1","3.6","0.15","2.3","0.29","0.6","0.2"
"4976","Revolt Robotics","34.7","9.1","30.4","2.1","11.9","7","20","2.8","6.3","2.9","2.8","0.2","2.3","0.28","0.1","0.03"
"9312","NERD Spark","34.7","8.8","30.9","1.7","10.4","7.2","22.6","3","5.8","3.8","1.8","0.27","1.2","0.26","-0.1","0.13"
"9072","TigerBots","34.7","10.1","32.7","1.9","11.4","8.3","23.5","2.2","7.9","3.1","-0.2","0.8","-0.7","-0.13","-0.1","0.02"
"343","Metal-In-Motion","34.7","7.7","27.1","1.8","11.1","5.9","18","3.6","4.1","3.3","5.6","0.09","2.7","-0.13","2.8","0.09"
"6002","ZooBOTix","34.6","7.5","27","1.9","11.6","5.6","17.4","3","4.6","3.1","5.7","-0.14","3.2","-0.21","2.7","0.11"
"9408","Warbots","34.5","9.1","29.8","1.5","8.8","7.6","22.7","3.7","5.4","3.7","3.1","0.41","1.8","0.15","0.6","0.08"
"3006","Red Rock Robotics","34.5","9.5","30","1.7","10.4","7.8","21.3","2.1","7.4","2.6","2.8","0.24","1.9","0.33","0.1","0.23"
"4143","MARS/WARS","34.4","8.5","29.6","1.9","11.2","6.7","20.2","2.8","5.7","3.2","3.1","0.38","1.6","-0.02","1.1","0.02"
"1718","The Fighting Pi","34.4","9.4","30.2","2.2","12.7","7.3","19.4","2.5","6.9","2.5","2.3","0.27","1.8","0.06","0.1","0.1"
"1574","MisCar","34.3","7.9","26.2","2.3","13.4","5.6","14.7","1.7","6.2","1.7","6.3","0.08","3.1","0.06","3.1","-0.06"
"2067","Apple Pi","34.3","7.8","27.3","1.9","11.4","6","18.1","3.1","4.7","3.1","4.8","0.06","2.1","-0.11","2.7","0.05"
"4152","Hoya Robotics","34.3","7.9","25.2","2.4","13.9","5.4","13.1","1.8","6.1","1.3","7.3","0.09","3.1","0.05","3.9","0.21"
"316","LUNATECS","34.2","8.6","28.6","2","12.1","6.6","18.4","2.7","5.9","2.6","3.7","0.11","2.6","0.86","0.2","0.03"
"341","Miss Daisy","34.2","8.6","29.2","1.1","7.5","7.5","23.6","3.6","4.9","4.1","3.1","0.32","2","0.49","-0.1","0.46"
"461","Westside Boiler Invasion","34.2","8.9","30.4","2","11.6","7","20.4","3","5.9","3.2","2.2","0.4","1.2","0.15","0.3","0.21"
"2231","OnyxTronix","34.2","8.7","28.3","1.9","11.4","6.7","18.7","2","6.7","2.4","4.1","0.17","2.3","-0.06","1.6","0.1"
"2530","Inconceivable","34.2","9","30.3","2","12.2","6.9","20","2.2","6.8","2.8","1.9","0.42","1.5","0.2","-0.2","0.06"
"5166","Fabricators","34.1","9.1","28.9","1.8","11.1","7.3","19.9","2","7.2","2.4","3.1","0.3","1.5","0.57","0.8","-0.04"
"1540","Flaming Chickens","34.1","8.3","28.5","1.6","10.1","6.7","20.4","2.4","5.9","3.1","3.6","0.3","2.1","-0.03","1.2","0.01"
"4728","ROCORI Ratcheteers","34.1","9.1","30","2.4","13","6.7","18.2","3","6.1","2.6","2.9","0.33","2.1","0.41","0","0.07"
"1629","Garrett Coalition (GaCo)","34","9.7","29.8","2.1","12.5","7.6","19.3","1.1","8.6","1.7","2.3","0.4","1.4","0.33","-0.1","0.18"
"2930","Sonic Squirrels","34","8.5","28.8","2.4","13.8","6.1","16.6","2.1","6.5","2.2","3.5","0.38","2.1","0.05","1.1","-0.05"
"3201","Ross Rambotics","33.9","8.8","29.3","2.5","13.7","6.4","16.9","2.4","6.5","2.2","3.2","0.32","2.2","0.47","0.1","0.2"
"325","Respawn Robotics","33.9","8.4","29.7","2","11.5","6.4","19.9","2.2","6.2","3.1","2.5","0.21","2","0.27","-0.1","0.12"
"1710","The Ravonics Revolution","33.8","8.7","28.6","2.2","12.7","6.5","17.8","2.1","6.6","2.3","3.4","0.02","2.9","0.43","0.1","-0.04"
"2877","LigerBots","33.8","8.3","27.9","1.8","10.6","6.6","19.2","2.8","5.5","3","4.1","0.06","2.8","0.49","0.6","0.18"
"5199","Robot Dolphins From Outer S...","33.8","8.2","25.3","1.9","10.8","6.3","15.9","1.4","6.8","1.6","7.1","-0.15","3.5","0","3.7","0.1"
"1403","Team 1403 Cougar Robotics","33.8","8.5","30.2","2.3","13.2","6.2","18.7","2.9","5.6","3.1","1.9","0.72","1.1","0.02","0.1","-0.05"
"1023","Bedford Express","33.8","7.5","27.4","1.6","9.9","5.9","19.6","2.3","5.2","3.4","4.3","0.19","2.6","0.01","1.3","0.14"
"1741","Red Alert","33.8","8.7","30.1","2.1","11.5","6.7","19.7","2.3","6.4","2.9","2.5","0.26","2.2","0.07","-0.1","0.13"
"9098","FireHawks","33.8","7.5","27","2.3","13.4","5.2","15.6","2.2","5.2","2.5","4.7","-0.09","3.5","0.52","0.7","0.11"
"5801","CTC Inspire","33.7","9.8","30.4","2.1","12.4","7.7","19.9","2.4","7.4","2.3","1.4","0.71","0.9","-0.03","-0.1","0.02"
"2357","System Meltdown","33.7","7.4","26.2","1.7","10.6","5.7","17.8","2.8","4.7","3","5.4","0.17","2.5","-0.03","2.8","-0.08"
"3676","Redshift Robotics","33.6","8.3","29.7","2.9","15.7","5.4","15.4","3.9","4.4","2.8","2.6","0.45","1.9","0.35","-0.1","0"
"5557","BB-R8ERS","33.6","9.3","30.5","1.9","11.1","7.4","21","3.5","5.7","3.3","1.6","0.28","1.5","0.04","-0.3","0.01"
"7558","ALT-F4","33.6","8.4","29.2","1.8","11.5","6.5","19.8","3","5.4","3.3","2.3","0.21","2.2","0.07","-0.3","0.24"
"1148","Harvard Westlake Robotics","33.6","9","29","1.6","9","7.4","21","3.7","5.3","3.3","3.6","0.55","1.5","0.01","1.3","0.12"
"3322","Eagle Evolution","33.6","7.5","28.1","2.3","13","5.2","16.8","2.6","4.9","3","3.8","0.02","2.1","-0.03","1.7","-0.04"
"2630","Thunderbolts","33.4","8.6","29.9","2.3","13","6.3","18.4","2.1","6.5","2.6","2","0.31","1.3","0.14","-0.1","0.32"
"2052","KnightKrawler","33.4","8.5","28.1","1.9","11.1","6.7","18.6","2.6","6","2.6","3.7","0.06","2.8","0","0.8","0.06"
"5614","Team Sycamore","33.4","8.7","28","2.3","13.2","6.4","16.8","1.4","7.3","1.8","3.4","0.2","2.2","0.35","0.6","0.08"
"7157","μBotics","33.4","8.5","29.5","2.1","12.3","6.3","18.8","2.2","6.3","2.8","2.3","0.7","1","0.25","0.3","0.06"
"4270","Crusaders","33.3","8.1","25.4","0.8","6.1","7.3","21.4","3.4","4.8","3.4","5.8","0.25","2.6","-0.06","3","0.07"
"2471","Team Mean Machine","33.3","8","28.4","1.3","8.2","6.7","21.8","2.8","5.2","3.8","3.2","0.1","2.5","0.54","-0.1","0.23"
"2485","W.A.R. Lords","33.3","8.8","29.2","2.2","12.4","6.6","18.5","3.7","5.1","3","2.4","0.32","1.8","0.3","-0.1","0.03"
"3656","Dexter Dreadbots","33.3","7.8","27.8","1.6","10","6.2","19.7","3.2","4.6","3.5","3.5","0.19","2.5","0.45","-0.1","0.43"
"857","Superior Roboworks","33.2","8.4","27.1","1.4","9.3","7","20.1","2.5","6","2.8","3.8","0.08","2.9","0.55","0.1","0.06"
"1730","Team Driven","33.2","8.9","28","1.8","10.6","7.1","19.1","2.3","6.6","2.4","3.5","0.12","2.5","0.51","0","0.27"
"2601","Steel Hawks","33.2","10.1","28.8","2","11.7","8.1","18.8","2","8.1","1.5","2.8","0.27","2.2","0.05","0.1","0.13"
"3950","RoboGym Robotics","33.1","9.1","29.6","2.1","12.4","6.9","19","2.8","6.3","2.6","1.8","0.36","1.4","-0.05","-0.1","0.11"
"4779","RoboSapiens","33","8.8","28.5","1.5","9.4","7.3","21.3","2.7","6.1","3.1","2.4","0.44","1.5","0.4","-0.2","0.22"
"9609","Paraducks","33","8.4","28.2","2","11.8","6.4","18","2.6","5.9","2.6","3.1","0.16","1.9","0.03","0.8","0.17"
"2607","The Fighting RoboVikings","32.9","8.5","27.8","2","11.9","6.5","17.7","2.8","5.7","2.5","3.3","0.16","2.7","0.37","-0.1","0.2"
"8011","Guangzhou Wayi","32.9","7.4","26.1","2.4","13.7","5","14.2","2.6","4.8","2.3","5","0.06","2.3","-0.03","2.7","0.05"
"4272","Maverick Robotics","32.8","9.2","29.7","1.6","9.6","7.6","21.7","3.9","5.3","3.5","1.6","0.17","1.6","0.04","-0.2","-0.01"
"2073","EagleForce","32.8","8.4","28.7","1.7","10","6.8","20.5","2.8","5.6","3.2","2.4","0.47","1.4","0.07","0.5","-0.03"
"3161","Tronic Titans","32.8","8.1","28.4","2.2","13.2","5.9","17.2","2.4","5.6","2.7","2.4","0.23","2","0.07","0.1","0.06"
"85","B.O.B. (Built on Brains)","32.8","9","29.3","1.9","11.4","7.1","19.6","2.7","6.4","2.7","1.8","0.43","1.1","0.12","0.2","-0.01"
"4450","Olympia Robotics Federation","32.8","9.3","29.1","1.6","9.3","7.8","21.3","3.4","5.9","3.1","2.1","0.35","1.9","-0.08","0","-0.05"
"548","Robostangs","32.8","8.2","27.9","2","11.8","6.2","17.9","3","5.2","2.8","3.1","-0.03","2.3","0.54","0","0.23"
"4130","The Blue Devils","32.7","8.5","28.3","1.5","9.3","7.1","21.1","2.5","6.1","3.1","2.4","0.26","1.9","0.22","-0.2","0.18"
"6919","The Commodores","32.7","9","29.1","1.5","9.4","7.4","21.5","3.1","5.9","3.2","1.8","0.38","0.9","0.11","0.4","0.05"
"3767","TC Titans","32.7","7.8","28.2","2","11.4","5.8","18.4","2.8","5","3.2","2.9","0.44","1.9","0.29","0.3","-0.01"
"245","Adambots","32.7","7.9","28.5","1.7","10.5","6.2","19.8","2.9","5","3.5","2.4","0.13","1.8","0.17","0.2","0.04"
"971","Spartan Robotics","32.7","7.7","28.4","2.6","14.3","5.1","15.4","1.6","6.1","2.3","3","0.18","1.8","-0.07","1","0.08"
"5010","Tiger Dynasty","32.6","8.1","28.4","1.5","9.1","6.6","20.9","3.4","4.7","3.7","2.7","0.27","2.3","0.03","-0.1","0.16"
"7197","Mountie Megabots","32.6","9.1","28.8","1.9","11.8","7.1","19.1","2.7","6.4","2.5","1.8","0.52","1.3","-0.12","0.1","0.01"
"9535","The Knack","32.6","7.8","26.2","1.5","9.1","6.3","18.9","3","4.8","3.1","4.6","0.22","2.6","-0.09","1.8","0.08"
"1538","The Holy Cows","32.6","9","28.7","1.9","11.7","7.1","19","1.7","7.4","2.2","2","0.22","1.3","0.11","0.2","0.11"
"3015","Ranger Robotics","32.6","7.8","26","2.5","14.2","5.3","13.4","1.5","6.3","1.4","5","-0.1","2.5","-0.11","2.7","-0.01"
"5675","WiredCats","32.6","8.7","29","1.8","10.8","6.9","19.8","2.5","6.2","2.9","1.9","0.67","0.2","0.09","1","-0.04"
"8517","Bounty Hunters","32.6","9.2","27.3","1.7","10.5","7.5","18.7","1.3","7.9","1.7","3.4","0.21","2.5","0.15","0.4","0.15"
"1076","Pi Hi Samurai","32.5","8.4","27.5","1.8","10.3","6.7","18.9","3.4","5.1","3","3.4","0.26","2.2","0.37","0.5","0.03"
"1747","Harrison Boiler Robotics","32.5","8.8","28.4","1.6","9.3","7.2","20.4","2.1","6.7","2.7","2.8","0.09","2.4","0.25","0","0.07"
"3476","Code Orange","32.5","8.1","27","1.4","8.5","6.7","20","2.8","5.4","3.1","4.1","0.45","1.8","-0.14","1.9","0.03"
"670","Homestead Robotics","32.5","9.8","30.8","1.3","7.7","8.5","24.7","3.4","6.5","3.6","0.2","0.8","-0.6","-0.13","0.1","0"
"422","The Mech Tech Dragons","32.5","8.8","28.3","1.6","9.7","7.3","20.7","2.2","6.7","2.8","2.1","0.38","1.3","0.13","0.2","0.07"
"1922","Oz-Ram","32.4","9.5","26.8","1.6","9.2","8","19","1.1","8.4","1.4","4.2","0","3.2","0.73","0.1","0.18"
"3647","Millennium Falcons","32.4","8.9","28.9","1.5","9.5","7.3","21.2","2.4","6.4","3","1.7","0.52","1","-0.01","0.2","-0.02"
"4698","Raider Robotics","32.4","8.4","25.8","2.4","13.3","5.9","14","1.9","6.5","1.3","5.1","0.17","2.7","-0.13","2.2","0.23"
"818","The Steel Armadillos","32.4","8.2","28","1.5","9.1","6.7","20.6","2.9","5.3","3.4","2.7","0.36","1.8","0.11","0.2","0.14"
"2194","Fondy Fire","32.4","10","28.5","2.1","11.9","8","18.3","1","9","1.1","2.2","0.51","1.5","0.17","0","0.07"
"4907","Thunderstamps","32.3","6.9","25.4","2.5","14.6","4.4","12.9","1.7","5.2","1.9","4.9","0.14","2.6","-0.11","2","0.2"
"1468","Hicksville J-Birds","32.3","9.2","27.7","1.9","10.6","7.3","18.3","2.6","6.6","2.1","3.3","0.12","2.7","0.4","0.1","-0.01"
"8727","Glitch 2.0","32.3","8.1","28.4","2.6","14.2","5.5","15.4","1.3","6.8","1.9","2.6","0.26","1.6","0.36","0.3","0.09"
"166","Chop Shop","32.2","8.5","28","1.5","8.4","7","20.7","3","5.5","3.2","3.1","0","2.9","-0.11","0","0.3"
"2443","Blue Thunder","32.1","9","28.2","2","11.4","7.1","18.5","1.8","7.2","2.1","2.2","0.17","1.6","0.02","0.4","0.11"
"4063","TriKzR4Kidz","32.1","8.5","27.6","1.8","10.4","6.7","18.6","2.4","6.1","2.5","3.2","0.17","2","0.01","0.7","0.28"
"8613","Barker RedBbacks","32.1","8.7","28.3","1.9","11.6","6.7","18.4","1.6","7.1","2.2","2.1","0.44","0.8","0.23","0.5","0.06"
"1714","MORE Robotics","32.1","8.7","29.2","1.9","11","6.9","19.9","2.5","6.3","2.9","1.2","0.64","0.5","0","0.1","-0.06"
"498","The Cobra Commanders","32.1","9.4","29.6","1.1","7.4","8.3","24.2","3.9","5.5","3.8","0.5","0.3","0.4","-0.03","-0.3","0.15"
"4237","Team Lance-A-Bot","32.1","7.9","27.4","2.1","12.1","5.8","17","1.9","6","2.4","3","0.24","1.8","0.24","0.8","-0.03"
"292","PantherTech","32","9.1","28.6","2.4","13.8","6.7","16.6","1.6","7.5","1.6","1.6","0.42","0.9","0.21","0","0.04"
"3128","The Aluminum Narwhals","32","8.7","28","1.3","8.8","7.4","21.3","2.4","6.4","3","1.9","0.39","1.5","-0.02","0","0.12"
"1294","Pack of Parts","32","8.5","29","2.1","12","6.4","18.7","2.7","5.8","2.8","1.3","0.33","1","0.09","-0.2","0.09"
"4564","Orange Chaos","31.9","8.4","26.6","2.1","12.4","6.3","16.1","1.2","7.2","1.5","3.5","0.13","2.7","0.63","0","0.11"
"7226","Error 404","31.9","9.1","28.3","1.5","9.2","7.6","20.4","2","7.1","2.4","2.3","0.43","1.8","0.14","-0.3","0.16"
"930","Mukwonago BEARs","31.8","8.7","29.6","1.5","9.7","7.2","21.9","2.7","6","3.4","0.2","1.03","-0.7","-0.07","-0.1","0"
"216","More RoboDawgs","31.8","9.3","27.5","1.2","7","8.2","21.6","2.8","6.5","2.7","3.1","0.28","2.4","0.05","0.3","0.13"
"972","Iron Claw","31.8","9.8","27.9","1.6","9.5","8.2","19.7","3.3","6.6","2.2","2.5","0.35","2.1","-0.06","0","0.18"
"1781","Lindblom Electric Eagles","31.7","8.9","28.4","1.8","11.1","7.1","19.2","2.8","6.1","2.6","1.5","0.37","1.5","-0.03","-0.4","0.04"
"4917","Sir Lancerbot","31.7","8.5","27.4","1.4","8.6","7.1","20.6","3.3","5.2","3.2","2.6","0.3","1.9","0.2","0.2","0.01"
"5735","Control Freaks","31.7","8.2","27.7","1.7","10.3","6.5","19","3","5.3","3","2.4","0.23","1.9","0.27","-0.2","0.08"
"4967","That ONE Team-OurNextEngineers","31.6","8.2","25.9","1.2","8.1","7","19.8","1.4","6.8","2.4","3.6","0.07","2.8","0.32","0.3","0.17"
"3620","Average Joes","31.6","7.5","27.3","2.6","15","4.9","14.3","1.4","6.1","2","2.3","0.43","1.6","0.36","-0.4","0.26"
"1153","Timberwolves","31.6","8.1","26.6","2.2","13.1","5.9","15.6","2","6.2","1.9","2.9","-0.03","2.7","0.36","-0.2","0.05"
"862","Lightning Robotics","31.5","8.6","27.1","1.6","9.7","6.9","18.9","2.9","5.6","2.7","2.9","0.31","2.2","0.2","0.1","0.07"
"610","Crescent Coyotes","31.5","8.6","30.3","1.8","10.7","6.8","21.2","3.3","5.3","3.6","-0.3","0.47","-0.4","-0.05","-0.3","-0.01"
"6424","Stealth Panther Robotics","31.4","8.5","26","1.6","9.5","6.9","18.2","2.4","6.1","2.3","3.7","0.18","2.6","0.41","0.4","0.04"
"3729","The Raiders","31.4","8.9","28","2.3","13.2","6.6","16.6","2.6","6.3","2","1.6","0.21","1.2","0.1","0","0.05"
"2370","IBOTS","31.4","8.6","27.8","1","7.1","7.5","22.7","3.6","5","3.7","1.6","0.27","1.6","0.2","-0.5","0.01"
"870","TEAM  R. I. C. E.","31.4","8.6","24.5","1.9","11","6.6","14.8","1.7","6.9","1.1","5.6","0.29","2.5","-0.09","2.7","0.24"
"1025","Impi Robotics","31.3","7.6","24.5","1.8","10.9","5.8","15.3","2.4","5.2","2.1","5.1","0.2","2.1","-0.03","2.7","0.03"
"6366","RAM Rodz Robotics","31.3","8.7","27.9","1.3","8.1","7.4","21.5","2.5","6.2","3.1","1.8","0.18","1.4","0.1","0","0.04"
"3506","YETI Robotics","31.3","9.2","29","1.3","8.2","8","22.6","2.9","6.3","3.2","0.5","0.45","-0.1","-0.05","0.2","-0.04"
"7426","PAIR OF DICE ROBOTICS","31.3","8.9","27.2","1.5","8.9","7.4","19.8","3","5.9","2.7","2.5","0.31","1.7","0.28","0.2","0.06"
"108","SigmaC@T Robotics Team","31.2","8.8","27.5","1.5","9.3","7.3","20","3.1","5.6","2.9","1.9","0.56","1.1","0.01","0.2","0.03"
"5484","Career Academy Robotics - W...","31.2","8.9","29.3","1.7","10.4","7.2","21","1.7","7.2","2.7","-0.1","0.67","-0.2","-0.06","-0.6","0.12"
"3940","CyberTooth","31.1","7.9","25.5","1.8","10.9","6","16.5","2.2","5.7","2.2","3.8","0.27","2.3","-0.12","1.4","0.03"
"5817","Uni-Rex","31.1","8.4","26.8","1.6","9.1","6.9","19","2.2","6.2","2.5","3.1","-0.03","2.9","-0.09","0.1","0.22"
"4342","Demon Robotics","31","7.8","27.8","2.2","12.4","5.6","16.8","2.5","5.4","2.7","1.8","0.49","1.4","0.01","-0.1","-0.01"
"7762","AutoPilots","30.9","7.5","26.2","1.3","8.2","6.2","19.5","2.7","4.8","3.3","3.2","0.27","2.2","0.35","0.2","0.13"
"4405","The Atoms Family","30.9","7.4","27.6","1.9","11.6","5.4","17.9","2.8","4.6","3.3","1.5","0.53","1.1","0.26","-0.3","-0.1"
"5414","Pearadox","30.9","9.2","28.2","1.4","9.1","7.7","21","2.2","7","2.6","0.7","0.33","0.6","-0.01","-0.2","-0.02"
"8873","Rockefeller Robotics","30.9","7.8","26.3","1.6","9.8","6.1","18.1","3.7","4.1","3.2","2.9","0.2","2.5","0.24","-0.1","0.04"
"1414","IHOT","30.9","9.1","28.7","1.9","11.4","7.2","19","2.2","6.9","2.3","0.4","0.4","0","-0.07","0.1","0.02"
"4539","KAOTIC Robotics","30.8","8.9","27.7","1.7","9.8","7.2","19.1","2","6.9","2.2","2","0.56","0.6","0.06","0.8","-0.03"
"2992","The S.S. Prometheus","30.8","8.2","27.2","1.9","11.3","6.3","17.6","2.5","5.7","2.5","1.8","0.56","1","-0.08","0.2","0.16"
"5338","ACL RoboLoCo","30.8","8.2","25.6","1.8","10.6","6.4","16.8","2.6","5.6","2.2","3.4","0.16","2.7","0.08","0.3","0.22"
"5409","Chargers","30.7","7.6","19.9","1.2","5.8","6.4","16.2","4.7","3","2.4","8.7","-0.01","3","-0.04","5.6","0.16"
"7421","PrepaTec - OVERTURE","30.7","8.1","26.8","1.9","10.8","6.3","17.4","3.4","4.8","2.8","2.6","0.48","1.6","-0.24","0.7","0.01"
"2869","Regal Eagles","30.7","8.7","27.5","1.7","9.7","7.1","19.1","3.2","5.5","2.7","1.9","0.57","0.8","0.1","0.4","-0.06"
"1218","SCH Robotics","30.6","7","24","1.7","10.7","5.3","15.6","2.1","4.9","2.3","4.3","0.12","3","0.32","0.7","0.13"
"3075","Ha-Dream Team","30.5","7.9","24.7","1.1","7.1","6.9","19.2","3.2","4.8","2.9","4.3","0.2","2.2","0.15","1.6","0.1"
"4998","TESLA","30.5","8.6","26.5","1.4","7.8","7.2","20.4","2.3","6.3","2.7","2.3","0.21","2.1","-0.02","-0.2","0.18"
"558","Elm City Robo Squad","30.5","8.2","25.4","1.2","7.5","7.1","19.4","3.1","5.1","2.8","3.6","0.28","2.5","0.39","0.3","0.13"
"6995","NOMAD","30.5","7.7","25.6","2","11.7","5.7","15.5","1.2","6.5","1.8","3.3","0.11","2.4","0.24","0.4","0.11"
"1561","ROBODUCKS","30.4","8.7","28","1.6","10.2","7.1","19.8","3.4","5.3","3","0.4","0.52","-0.2","-0.01","0.1","-0.05"
"5847","Ironclad","30.4","8.2","25.5","1.4","9.2","6.8","18.4","3.1","5.1","2.7","2.8","0.43","1.9","0.35","0.1","-0.04"
"8576","Golden Warriors Robotics","30.3","7.9","26.3","1.5","8.5","6.4","18.9","1.6","6.2","2.6","3","0.31","2","0.27","0.2","0.17"
"8806","Our Lady of Providence Drea...","30.3","8.4","25.6","2.3","13.1","6.1","14.3","0.6","7.8","0.9","2.9","0.35","2.5","0.06","0","0.05"
"7451","AvengerRobotics","30.3","8.6","27.3","1.7","10.4","6.9","18.7","2.9","5.7","2.6","1.2","0.62","0.4","0.11","0.1","0.04"
"1168","Malvern Robotics","30.3","8.4","27.8","1.9","11.5","6.5","18.3","2.1","6.3","2.5","0.5","0.34","0","0.04","0.1","0.05"
"7174","Charger Robotics","30.3","8.4","25.4","1.8","10.7","6.7","16.6","2.4","6.1","1.9","3","0.22","2.4","0.31","0","0.11"
"492","Titan Robotics Club","30.3","8.8","26.8","1.5","8","7.3","20.1","2.4","6.3","2.6","2.1","0.43","1.6","0.13","0","0"
"6947","Savage Tumaz","30.2","8.7","27.5","2.6","13.8","6.2","14.8","1.4","7.4","1.2","1.6","0.68","0.7","-0.02","0.2","0.03"
"7056","The F.A.S.T. Team - Fowlerv...","30.2","8.5","25.5","2","12.4","6.5","15.4","1.5","7","1.3","2.4","0.46","1.7","0.28","-0.1","0.08"
"231","High Voltage","30.1","7.4","23.2","1","6.5","6.4","18.3","2.8","4.6","2.8","5.3","-0.03","3.1","-0.17","2.5","0.01"
"379","The RoboCats","30.1","6.9","23.2","2.4","12.9","4.5","11.4","2.5","4.4","1.6","5.9","0.03","2.8","0.02","3","-0.05"
"3655","Tractor Technicians","30.1","8.9","26.3","1.2","7.9","7.7","20.5","1.8","7.1","2.3","1.8","0.7","0.6","-0.02","0.5","0.03"
"3641","The Flying Toasters","30.1","8.1","25.4","0.8","5.5","7.2","21.2","2.8","5.3","3.2","3.4","0.29","1.9","0.1","0.8","0.25"
"3419","RoHawks","30.1","9.4","25.9","1.8","11","7.6","16.7","1.6","7.8","1","2.3","0.28","1.7","0.18","0","0.17"
"4909","Bionics","30.1","7.8","25","2.2","12.6","5.6","14.2","2.2","5.6","1.7","3.3","0.53","1.2","-0.21","1.7","0.16"
"3603","Cyber Coyotes","30","8.9","26.4","1.7","10.2","7.2","18","1.5","7.4","1.7","1.9","0.5","1.3","0.05","-0.1","0.07"
"3136","Official Robotics Construct...","30","8","25.2","1.2","7.5","6.8","19.6","2.6","5.3","2.9","3","0.32","2.3","0.33","-0.1","0.04"
"4020","Cyber Tribe","30","8.3","25.7","1.9","10.8","6.4","16.3","1.7","6.6","1.7","2.9","0.64","1.1","-0.06","0.9","0.24"
"5024","Raider Robotics","30","7.6","26.2","2","11.5","5.6","16","2.7","4.9","2.6","2.4","0.2","1.8","0.06","0.2","0.17"
"5216","E-Ville Empire","29.9","8.1","25.6","1.2","8.1","6.9","19.4","3","5.1","2.9","2.5","0.07","2.1","0.05","0.1","0.15"
"2582","PantherBots","29.9","7.2","25","1.6","9.5","5.7","17.2","3","4.2","3","3.3","0.24","2.3","0.42","0.2","0.14"
"8122","Mechanical Mustaches","29.9","7.8","24.9","2.1","12.5","5.7","14.3","2.6","5.2","1.9","3.1","0.12","2.7","0.18","0.1","0.01"
"4646","Wildcard Robotics","29.9","8.1","26.2","2.3","12.8","5.8","14.7","2.1","6","1.7","2.4","0.46","1.4","0.16","0.2","0.1"
"8103","Knight Robotics","29.9","9","25.8","1.8","10.6","7.2","16.8","0.8","8.2","1.1","2.4","0.61","1.2","0.07","0.3","0.24"
"3637","The Daleks","29.8","7.7","25.9","1.5","8.9","6.3","18.7","2.5","5.2","2.9","2.2","0.28","1.7","0.02","0","0.22"
"2823","The Automatons","29.8","8.4","26.8","1.9","10.7","6.5","17.6","2.8","5.6","2.5","1.5","0.61","0.9","-0.09","0","0.13"
"5114","Titanium Tigers","29.7","7.4","24.5","2.1","13.3","5.2","13.6","1.3","6.1","1.5","2.9","0.17","2.3","0.49","-0.1","-0.01"
"2383","Ninjineers","29.7","8.3","26.6","1.8","10.4","6.5","17.8","3.4","4.9","2.7","1.5","0.54","0.9","0.01","0","0.11"
"3707","TechnoDogs","29.7","7.7","24.1","1.1","7","6.6","18.8","2","5.7","2.5","3.9","0.2","2.6","0.64","0.2","0.25"
"5013","Trobots","29.7","8.2","26.3","1.7","10.5","6.5","17.5","2","6.2","2.2","1.7","0.48","1.3","0.04","-0.2","0.08"
"3990","Tech for Kids","29.6","8.6","25.6","1.2","7.4","7.4","19.8","3.8","4.8","2.9","2.4","0.41","1.7","-0.03","0.4","0.04"
